id,platform,username,post_date,content,likes,comments,shares
953,Facebook,olawson,2023-07-01 12:45:03,Picture he society behavior simple ago.,195,42,5
954,Twitter,robbinstheresa,2023-04-02 01:45:03,Purpose candidate bill lawyer task quite.,230,34,29
955,Facebook,qcarey,2023-04-01 16:45:03,Line accept read case.,23,14,2
956,Facebook,mariawhite,2023-10-13 20:45:03,Admit end seven detail receive expect life produce.,144,12,23
957,Instagram,kelly94,2023-03-12 10:45:03,My surface system this song product.,124,27,10
958,Instagram,ronald52,2023-04-23 04:45:03,Sometimes large administration system accept detail hold.,280,1,18
959,Instagram,isims,2023-09-29 08:45:03,Street media response send.,67,29,20
960,Twitter,mortonpatrick,2023-10-28 13:45:03,Not month if.,188,43,18
961,Instagram,bwashington,2023-06-29 15:45:03,Election quickly everything laugh herself.,290,15,29
962,Instagram,bradleyjackson,2023-02-17 05:45:03,Represent less size whom available.,171,33,9
963,Instagram,akemp,2022-12-28 10:45:03,Leader join side before.,213,11,25
964,Twitter,harristamara,2023-08-14 21:45:03,Want range same.,157,15,10
965,Twitter,angelaadkins,2023-07-13 09:45:03,Imagine each accept green suddenly friend expert.,254,1,5
966,Facebook,terribrennan,2023-02-25 08:45:03,Material wonder option fast fire might.,258,28,15
967,Twitter,martinezemily,2023-05-08 01:45:03,Stand west case science experience activity.,91,22,10
968,Facebook,wjohnston,2023-08-09 21:45:03,Cup church north.,153,49,28
969,Twitter,lindsayrivera,2023-06-08 00:45:03,Write rather drive actually.,129,31,23
970,Facebook,garyayers,2023-05-11 05:45:03,Congress analysis letter discuss.,162,2,25
971,Twitter,tyler91,2023-04-18 23:45:03,Leave board direction market second.,10,8,10
972,Facebook,linvictoria,2023-06-21 03:45:03,Expect law type page of more church everyone.,207,23,16
973,Twitter,kathryn05,2023-10-31 01:45:03,Medical industry game simply away then the.,284,20,5
974,Twitter,michael57,2023-06-25 18:45:03,Shoulder significant coach without.,44,6,14
975,Twitter,swilliams,2022-12-25 08:45:03,Record cup himself.,77,20,21
976,Twitter,revans,2023-06-15 07:45:03,Theory music figure book defense.,191,26,12
977,Twitter,djohnson,2023-03-26 23:45:03,Amount because nice head create learn work memory.,164,39,7
978,Twitter,ericpearson,2023-08-25 04:45:03,Across number kitchen step yard level money.,33,21,25
979,Twitter,vanessaanderson,2023-08-06 07:45:03,Effort show station walk development.,196,22,28
980,Twitter,armstrongerin,2022-12-11 15:45:03,Always no common see feeling coach significant difference.,216,14,1
981,Instagram,delgadoscott,2023-02-14 04:45:03,Write garden indeed together road try.,292,41,21
982,Facebook,gabrielstevens,2023-10-06 13:45:03,Including whole front chair.,234,47,9
983,Facebook,jenniferjones,2023-10-03 19:45:03,Score society off environment firm.,26,26,25
984,Facebook,zarias,2023-03-18 11:45:03,Mouth tell class life.,24,26,7
985,Twitter,smithrodney,2023-06-08 16:45:03,Lose magazine war.,79,12,27
986,Facebook,pyoung,2023-05-05 23:45:03,Pressure improve half ever know stop.,160,13,6
987,Twitter,upeterson,2023-02-19 02:45:03,Movement your great space say.,89,32,29
988,Twitter,samantha18,2023-05-14 15:45:03,Trouble American finish wind truth statement strong.,111,7,10
989,Facebook,warrenjoshua,2023-09-15 18:45:03,Agree rest career if stock wind listen.,92,26,29
990,Twitter,arodriguez,2023-08-29 08:45:03,College magazine same student strong maybe evening.,29,37,1
991,Instagram,evega,2023-03-07 23:45:03,Black large beyond feeling kind left letter parent.,159,12,17
992,Instagram,fkline,2023-02-10 18:45:03,At rock plant of.,140,49,4
993,Instagram,gomezjoshua,2023-02-12 21:45:03,Black really still reduce.,174,1,13
994,Instagram,jodi37,2023-02-02 18:45:03,Cultural partner eight low who drug.,188,33,11
995,Facebook,awilliams,2023-11-29 00:45:03,Lot minute ready.,50,44,1
996,Twitter,julievargas,2023-02-02 02:45:03,Join effort international business bar stage.,150,34,5
997,Instagram,dsmith,2023-06-21 01:45:03,Put easy free war thank business.,142,40,20
998,Instagram,odoyle,2023-11-08 08:45:03,Floor move past bank.,94,2,10
999,Instagram,gregorymeadows,2022-12-09 10:45:03,Production if religious drop child.,159,14,25
1000,Instagram,xcharles,2023-11-26 22:45:03,Road become my TV.,67,10,8
1001,Instagram,lorileonard,2023-04-17 22:45:03,He national today baby.,141,42,22
1002,Twitter,valenzuelaronald,2023-03-13 07:45:03,Matter fly born think.,59,16,25
1003,Instagram,eddietyler,2023-04-28 22:45:03,Ready phone leader standard direction protect.,132,21,18
1004,Facebook,churchandrew,2022-12-17 12:45:03,South beat service anyone difference memory final.,221,33,29
1005,Facebook,nancyanderson,2023-04-22 19:45:03,Store offer price join.,234,25,27
1006,Twitter,manningbrian,2023-03-13 16:45:03,Member art hard position vote usually color.,269,16,26
1007,Twitter,tiffanybowman,2023-10-02 12:45:03,Four spring radio animal.,241,35,9
1008,Instagram,moniqueberry,2023-01-01 00:45:03,North right play attention.,36,49,23
1009,Facebook,laurabrown,2023-07-29 11:45:03,Letter apply occur and free population sister.,267,34,24
1010,Instagram,ovaldez,2023-09-11 17:45:03,Middle cause soon eye.,104,35,14
1011,Twitter,gomezamanda,2023-06-28 11:45:03,Human civil book really ten know.,278,35,13
1012,Facebook,kyle40,2023-06-11 03:45:03,Name structure next level offer.,105,16,8
1013,Facebook,ginalee,2023-08-31 14:45:03,Three traditional turn key.,244,42,7
1014,Facebook,makayla42,2023-01-31 22:45:03,Down difference than western easy.,90,34,18
1015,Instagram,courtney55,2023-01-05 22:45:03,Some recognize very international leave budget plan.,71,30,26
1016,Facebook,carlajenkins,2023-09-10 10:45:03,Half school feel player skin drug.,215,36,21
1017,Facebook,qlewis,2023-10-13 12:45:03,Near beautiful ground break.,206,41,27
1018,Twitter,roberthendricks,2023-10-09 03:45:03,Common security debate soon white with behavior.,241,50,12
1019,Twitter,lewisbrian,2023-08-19 08:45:03,Arrive reality base unit citizen against.,108,25,9
1020,Instagram,johnsonedwin,2023-05-14 04:45:03,Interest and bar debate stay.,298,20,16
1021,Instagram,coreymejia,2023-11-22 23:45:03,Strategy month since throw.,238,14,9
1022,Instagram,tanyagutierrez,2023-07-23 00:45:03,End head attack all.,127,26,26
1023,Twitter,maysjohn,2022-12-12 01:45:03,Take wall reality author.,44,24,27
1024,Twitter,andrewmurphy,2023-11-27 05:45:03,Involve protect within goal billion sport positive movement.,247,25,15
1025,Instagram,jessicathomas,2023-05-02 23:45:03,Industry amount example member.,135,19,3
1026,Twitter,stephenbonilla,2023-10-12 11:45:03,Nor peace up prevent win better.,114,27,5
1027,Twitter,millerjohn,2023-01-08 10:45:03,Word eight themselves.,236,4,14
1028,Twitter,natalieburns,2023-04-05 08:45:03,Success image claim training blood bill.,65,4,2
1029,Twitter,tylerboone,2023-10-14 21:45:03,Several side give get become.,217,28,10
1030,Twitter,ljames,2023-11-20 05:45:03,Resource ask style or base.,91,30,11
1031,Twitter,ynguyen,2023-07-19 22:45:03,Hospital picture page Mr although strategy source.,63,14,1
1032,Twitter,brownmaureen,2023-02-16 11:45:03,Fund article painting true surface describe either single.,253,8,2
1033,Instagram,tamara63,2023-09-06 15:45:03,Truth consumer how ok future discussion.,237,1,19
1034,Facebook,mmartinez,2023-09-11 11:45:03,Want PM above power.,77,16,23
1035,Facebook,fblack,2023-09-04 20:45:03,Deal wind art he still operation fly.,102,31,3
1036,Twitter,carrieortega,2023-04-24 13:45:03,Owner history cause why reduce record light.,165,25,6
1037,Facebook,angela98,2023-04-14 22:45:03,Research indeed red must.,216,30,26
1038,Twitter,dmalone,2023-02-03 04:45:03,Organization ask whatever realize risk executive.,199,40,10
1039,Twitter,diana04,2023-09-03 05:45:03,Rather beyond parent sense black land list indicate.,53,32,25
1040,Twitter,marcusramirez,2023-05-08 15:45:03,Age stop tax capital.,286,37,26
1041,Instagram,nosborne,2023-06-13 08:45:03,Woman respond give bank design up.,169,17,23
1042,Instagram,kgreen,2023-09-30 11:45:03,Must week unit rate throughout.,60,27,18
1043,Instagram,mlamb,2023-11-28 13:45:03,Take with popular protect authority show case statement.,123,18,18
1044,Instagram,kiara39,2022-12-27 06:45:03,Require anything enter leg everything.,56,20,24
1045,Twitter,ymartinez,2023-01-29 13:45:03,Should trip seat job top.,208,47,10
1046,Instagram,mholt,2023-08-15 21:45:03,Character common among among hour feeling.,296,18,16
1047,Instagram,adavenport,2023-06-30 11:45:03,Development find suggest community law.,237,24,20
1048,Instagram,melissareyes,2023-05-14 18:45:03,Central chance information through serve bit.,33,42,14
1049,Facebook,stevenmurillo,2023-02-27 08:45:03,Cultural Congress training future.,213,23,4
1050,Facebook,kenneth92,2023-04-01 23:45:03,Current fight force network including apply parent.,101,30,23
1051,Instagram,lvaughn,2023-03-25 15:45:03,Two become put billion plan.,176,44,15
1052,Instagram,livingstonfrederick,2023-06-17 09:45:03,Accept hair during.,165,8,4
1053,Facebook,hanseneric,2023-02-27 09:45:03,Push future possible or especially decision.,215,48,16
1054,Instagram,hbrown,2023-05-24 00:45:03,Its benefit treat scientist peace above.,240,23,5
1055,Facebook,jacqueline62,2023-08-12 18:45:03,Society of by still.,194,40,8
1056,Facebook,cristianmaddox,2023-05-08 15:45:03,Value difficult one computer medical.,139,21,26
1057,Twitter,raymond92,2022-12-05 05:45:03,Real game too gun.,161,3,17
1058,Instagram,shawn84,2022-12-19 02:45:03,Professor day bed after movie ask.,153,39,18
1059,Facebook,pmedina,2023-09-29 06:45:03,War lawyer account station employee college positive event.,114,30,21
1060,Twitter,carternoah,2023-04-12 03:45:03,Fall open past summer state often defense only.,214,10,4
1061,Twitter,stephanieortega,2023-02-01 15:45:03,Travel open sport radio current.,217,36,4
1062,Facebook,vazquezkimberly,2023-08-31 16:45:03,Back director just policy either live.,139,19,26
1063,Twitter,johnsonchristine,2023-04-11 23:45:03,Respond fast there apply.,186,9,21
1064,Facebook,dbowen,2023-08-18 14:45:03,Wish reason specific.,42,15,3
1065,Facebook,crussell,2023-08-08 17:45:03,Series use range decade network.,41,43,8
1066,Twitter,thomasbuchanan,2023-03-25 22:45:03,Soldier explain here election rest organization.,219,13,12
1067,Twitter,sheila75,2023-10-01 06:45:03,Trade history couple game.,231,20,14
1068,Instagram,stephanierobles,2023-09-01 02:45:03,Price chair like operation.,229,47,6
1069,Instagram,larsensharon,2023-10-19 05:45:03,Anything explain first too court.,296,41,24
1070,Instagram,kevin73,2023-01-22 15:45:03,End interest mind thousand.,49,18,12
1071,Instagram,rbailey,2023-01-27 03:45:03,Thus base experience responsibility three guess fight.,52,30,10
1072,Facebook,michael42,2023-09-02 02:45:03,Rich worker budget short call account member.,154,19,9
1073,Facebook,theresafoster,2022-12-11 08:45:03,Sea imagine herself floor yet environment exist.,200,19,4
1074,Facebook,josephkelly,2023-03-03 10:45:03,Wonder professional sense response century quickly must.,27,24,2
1075,Facebook,fieldsashley,2023-07-20 12:45:03,Listen prevent probably oil beat.,130,33,28
1076,Instagram,sean39,2023-01-26 11:45:03,Morning officer father act again.,70,44,22
1077,Twitter,welchjeffrey,2023-11-03 13:45:03,No imagine range western.,204,44,11
1078,Facebook,lmcdonald,2023-03-14 04:45:03,Fund gun list modern.,300,13,5
1079,Twitter,jordanmichelle,2023-01-24 22:45:03,Environment best reveal professional development beat another.,276,22,13
1080,Facebook,hoffmancatherine,2023-08-14 02:45:03,Good human direction eye stand speech.,184,4,22
1081,Instagram,hardykelly,2023-02-04 02:45:03,Customer member tough.,157,8,22
1082,Facebook,iduncan,2023-01-11 12:45:03,Walk miss ago exactly.,67,26,6
1083,Instagram,smithcorey,2023-08-06 18:45:03,Present see push artist.,157,30,28
1084,Twitter,emoreno,2023-02-22 12:45:03,Themselves begin nothing let.,165,25,1
1085,Twitter,perkinsrebecca,2023-11-03 20:45:03,Peace drug reality.,71,17,10
1086,Facebook,sullivansarah,2023-10-13 12:45:03,Situation state only successful.,25,26,13
1087,Instagram,harrissteven,2023-02-20 18:45:03,Anything wait trip him person world.,73,2,14
1088,Instagram,michaelsmith,2023-05-15 22:45:03,Break sell radio size during.,205,39,6
1089,Facebook,nwatson,2023-07-21 13:45:03,Pull end sure world response question past.,166,18,4
1090,Twitter,joseph53,2023-01-05 01:45:03,Agree himself machine increase.,223,39,6
1091,Twitter,qwood,2023-09-12 23:45:03,Street vote water audience treat fund.,299,41,17
1092,Facebook,omartinez,2023-08-24 01:45:03,Though prevent within physical.,276,28,2
1093,Facebook,kathy94,2023-09-10 05:45:03,Two doctor total.,131,4,2
1094,Twitter,rodriguezangela,2023-02-09 14:45:03,International head phone fine.,284,5,11
1095,Instagram,youngvanessa,2023-10-31 21:45:03,Still political police us he.,92,49,8
1096,Twitter,michelle10,2023-07-11 12:45:03,So never apply.,111,24,24
1097,Facebook,jeffreyking,2023-03-14 10:45:03,Food want she member mission.,203,5,3
1098,Facebook,lisajones,2023-11-21 05:45:03,Significant safe trip believe.,10,24,14
1099,Twitter,trush,2023-07-21 12:45:03,Level hospital unit capital amount.,49,17,28
1100,Facebook,whitejeffery,2023-11-11 09:45:03,Off leave hour speak power service.,136,36,9
1101,Facebook,jason93,2023-12-01 06:45:03,During skin maintain.,283,12,13
1102,Instagram,jillbrowning,2023-06-27 20:45:03,Evening prevent laugh eye control.,136,40,10
1103,Instagram,mary91,2022-12-14 00:45:03,Worker hard officer in account big.,62,42,21
1104,Instagram,diana15,2023-02-22 09:45:03,Analysis hit surface yet.,59,7,24
1105,Twitter,amytodd,2023-03-29 04:45:03,Movement ball already garden beyond time face.,147,31,24
1106,Facebook,april00,2023-08-17 18:45:03,Pull effort college health respond follow season stage.,18,35,1
1107,Facebook,amywilliams,2023-03-06 05:45:03,Any admit remain right bed.,277,46,10
1108,Facebook,qdaniels,2023-08-25 04:45:03,Real report on size team build nor.,284,22,29
1109,Twitter,amandamartin,2023-01-02 09:45:03,History just question pressure.,285,46,28
1110,Instagram,revans,2023-07-13 18:45:03,Stay arrive answer price specific pull Mr fear.,175,47,17
1111,Instagram,ipeters,2023-01-26 23:45:03,Although citizen but film find again.,261,46,30
1112,Twitter,tbush,2023-03-05 01:45:03,Believe form college play dinner.,205,9,3
1113,Twitter,robert89,2022-12-30 19:45:03,Sit life view.,155,34,26
1114,Facebook,waltersmary,2023-04-17 10:45:03,Increase first anything student factor.,246,16,16
1115,Facebook,hgreen,2023-08-27 21:45:03,Parent one service life billion central magazine.,216,23,18
1116,Twitter,matthewrivera,2023-10-24 06:45:03,Nearly wind idea attention.,17,20,22
1117,Instagram,zmann,2023-04-06 00:45:03,East so save work help trip idea.,213,37,16
1118,Facebook,bethanycummings,2023-08-24 08:45:03,Education various surface ability bit really police.,11,26,28
1119,Facebook,svilla,2023-04-02 13:45:03,Decade benefit rock security star.,269,20,9
1120,Twitter,sandraalvarez,2023-08-27 05:45:03,Ready particular training second blue continue.,255,5,3
1121,Facebook,howardmary,2023-01-04 11:45:03,Soon conference science design.,187,13,24
1122,Twitter,torrescody,2023-06-25 20:45:03,Identify management want Democrat figure network view allow.,292,4,14
1123,Instagram,shepherdjennifer,2023-11-19 10:45:03,Adult southern hard offer.,216,42,14
1124,Facebook,rclarke,2023-05-23 19:45:03,Big rich bank service race cold.,68,7,5
1125,Facebook,david78,2023-02-10 05:45:03,Office tough seat cut floor few.,292,13,26
1126,Facebook,ebautista,2022-12-20 00:45:03,Spring product probably condition event significant Republican focus.,111,16,11
1127,Facebook,tberry,2023-03-24 06:45:03,Cost happy true century threat wish.,210,7,29
1128,Instagram,lhale,2023-03-17 23:45:03,Mouth ball common write performance.,124,46,24
1129,Instagram,robertsandrea,2023-08-05 23:45:03,Real newspaper they spring meeting.,73,31,11
1130,Instagram,hailey27,2023-08-26 08:45:03,No live organization against.,62,49,5
1131,Facebook,christophersanders,2023-10-29 07:45:03,Oil thing choose policy.,199,4,19
1132,Twitter,carlos22,2023-05-08 13:45:03,Kind others investment within whom.,103,29,19
